"Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Canceled Rides by Customer,Reason for canceling by Customer,Canceled Rides by Driver,Reason for canceling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating"
"2025-01-25,03:52,CNR472675276,Canceled by Driver,CUST823060,Prime SUV,Sapna Sangeeta,Scheme No. 78,,,False,,True,Customer was coughing/sick,False,,1308,8.16,,"
"2025-01-09,02:42,CNR830145629,Success,CUST607498,Prime Plus,Vijay Nagar,Geeta Bhawan,20.0,7.0,False,,False,,False,,212,13.82,3.4,3.5"
"2025-01-30,04:55,CNR353492882,Success,CUST744243,eBike,Scheme No. 72,Scheme No. 73,12.0,10.0,False,,False,,False,,282,17.26,3.8,3.1"
"2025-01-27,20:47,CNR400822027,Success,CUST840712,Bike,Rajendra Nagar,Annapurna,6.0,9.0,False,,False,,False,,264,13.45,3.3,4.2"
"2025-01-11,11:43,CNR686430455,Canceled by Driver,CUST229234,Bike,Scheme No. 114,Juni Indore,,,False,,True,Customer related issue,False,,186,11.51,,"
"2025-01-31,09:27,CNR505332604,Canceled by Driver,CUST915217,eBike,Nanda Nagar,MG Road,,,False,,True,More than permitted people in there,False,,435,4.79,,"
"2025-01-08,17:57,CNR893441599,Canceled by Customer,CUST121704,Bike,Vijay Nagar,Malharganj,,,True,AC is not working,False,,False,,774,7.9,,"
"2025-01-18,21:09,CNR720829749,Success,CUST530007,Prime Plus,MR 2,Scheme No. 73,7.0,10.0,False,,False,,False,,444,7.2,4.3,3.7"
"2025-01-28,14:53,CNR987640450,Success,CUST163416,Bike,Bada Gwaltoli,MR 1,11.0,10.0,False,,False,,False,,320,12.48,4.0,4.8"
"2025-01-21,16:58,CNR734683762,Success,CUST274005,Prime Plus,Navlakha,Chhoti Gwaltoli,18.0,17.0,False,,False,,False,,442,18.9,3.4,4.1"
"2025-01-05,00:45,CNR814186755,Success,CUST667185,Prime Plus,Saket Nagar,Tilak Nagar,17.0,10.0,False,,False,,False,,526,2.26,4.6,3.7"
"2025-01-11,20:47,CNR371179231,Canceled by Driver,CUST694466,Mini,RNT Marg,Geeta Bhawan,,,False,,True,More than permitted people in there,False,,1414,2.16,,"
"2025-01-29,10:38,CNR852890448,Success,CUST670317,Bike,MR 2,Aerodrome Road,12.0,18.0,False,,False,,False,,498,8.23,3.1,4.6"
"2025-01-22,14:02,CNR236267726,Success,CUST454343,Prime Plus,Scheme No. 78,Lasudia Mori,14.0,8.0,False,,False,,False,,286,18.43,3.1,4.5"
"2025-01-22,17:36,CNR843535857,Canceled by Customer,CUST214484,Prime SUV,MR 2,Juni Indore,,,True,Driver is not moving towards pickup location,False,,False,,489,6.03,,"
"2025-01-22,01:53,CNR497555742,Success,CUST998459,Prime Sedan,Nanda Nagar,Banganga,5.0,17.0,False,,False,,False,,317,4.89,4.5,3.2"
"2025-01-16,20:44,CNR132735761,Success,CUST892988,Prime Plus,Sudama Nagar,Pipliyahana,11.0,8.0,False,,False,,False,,585,5.91,4.0,3.2"
"2025-01-24,18:24,CNR774635225,Canceled by Driver,CUST844959,Bike,Scheme No. 114,Navlakha,,,False,,True,More than permitted people in there,False,,477,15.15,,"
"2025-01-19,20:32,CNR962036306,Canceled by Driver,CUST585985,Mini,Malharganj,MR 1,,,False,,True,Customer was coughing/sick,False,,684,15.63,,"
"2025-01-13,23:44,CNR672788506,Success,CUST935238,Mini,Scheme No. 74,Saket Nagar,18.0,7.0,False,,False,,False,,358,17.8,4.6,3.4"
"2025-01-20,00:57,CNR136881310,Canceled by Driver,CUST506369,eBike,Ring Road,Palasia,,,False,,True,More than permitted people in there,False,,477,3.98,,"
"2025-01-07,19:30,CNR857370214,Incomplete,CUST398428,eBike,RNT Marg,Palasia,,,False,,False,,True,Other Issue,671,8.87,,"
"2025-01-13,23:58,CNR634746681,Canceled by Driver,CUST453593,Prime SUV,Mhow Naka,MR 10,,,False,,True,Customer was coughing/sick,False,,680,13.83,,"
"2025-01-20,11:04,CNR484504875,Success,CUST275626,Mini,LIG Colony,Scheme No. 94,5.0,8.0,False,,False,,False,,306,3.81,3.8,3.2"
"2025-01-12,20:39,CNR235534950,Canceled by Driver,CUST457282,Prime Sedan,Bada Gwaltoli,Scheme No. 72,,,False,,True,Personal & Car related issue,False,,901,9.89,,"
"2025-01-08,00:52,CNR970232853,Canceled by Customer,CUST115264,eBike,LIG Colony,Scheme No. 94,,,True,AC is not working,False,,False,,471,18.38,,"
"2025-01-16,21:21,CNR930636860,Success,CUST828588,Prime Plus,MR 2,Scheme No. 140,19.0,9.0,False,,False,,False,,1364,13.09,4.2,4.3"
"2025-01-14,11:09,CNR924239323,Success,CUST864083,Prime Sedan,Navlakha,Silicon City,9.0,9.0,False,,False,,False,,359,4.54,3.7,3.9"
"2025-01-27,02:39,CNR940561678,Canceled by Customer,CUST112735,Auto,Scheme No. 94,Bhanwarkuan,,,True,Driver is not moving towards pickup location,False,,False,,844,9.68,,"
"2025-01-25,15:22,CNR553771636,Success,CUST529827,Mini,MG Road,Vijay Nagar,15.0,17.0,False,,False,,False,,666,8.91,3.7,3.8"
"2025-01-29,11:59,CNR919226571,Canceled by Driver,CUST506574,eBike,Scheme No. 78,Sapna Sangeeta,,,False,,True,Customer was coughing/sick,False,,392,12.8,,"
"2025-01-19,15:22,CNR864980744,Success,CUST670483,Mini,Chhoti Gwaltoli,LIG Colony,7.0,15.0,False,,False,,False,,745,9.91,3.5,3.9"
"2025-01-23,14:49,CNR861896022,Canceled by Driver,CUST282533,eBike,Lokmanya Nagar,Vijay Nagar,,,False,,True,Personal & Car related issue,False,,271,17.06,,"
"2025-01-25,20:09,CNR794512583,Success,CUST382775,Prime Plus,Chhoti Gwaltoli,Mhow Naka,17.0,15.0,False,,False,,False,,292,4.61,3.2,3.5"
"2025-01-07,19:11,CNR540528273,Success,CUST112251,Prime Plus,Mhow Naka,LIG Colony,7.0,12.0,False,,False,,False,,466,4.8,3.3,3.3"
"2025-01-14,02:24,CNR144637175,Success,CUST231690,Mini,Sudama Nagar,Malharganj,14.0,15.0,False,,False,,False,,992,4.7,3.5,3.5"
"2025-01-01,16:53,CNR780798130,Success,CUST730421,Auto,Rau,LIG Colony,11.0,11.0,False,,False,,False,,390,17.78,4.5,3.2"
"2025-01-20,20:18,CNR618152762,Canceled by Driver,CUST654916,eBike,Lasudia Mori,AB Road,,,False,,True,Customer was coughing/sick,False,,240,2.27,,"
"2025-01-29,04:12,CNR492265115,Success,CUST789673,Auto,RNT Marg,South Tukoganj,9.0,5.0,False,,False,,False,,199,14.43,3.4,3.6"
"2025-01-25,18:12,CNR780180028,Success,CUST232010,Mini,Rau,RNT Marg,19.0,7.0,False,,False,,False,,355,19.42,4.8,4.9"
"2025-01-25,01:41,CNR875973489,Canceled by Driver,CUST167526,Mini,Ring Road,RNT Marg,,,False,,True,More than permitted people in there,False,,252,10.42,,"
"2025-01-01,02:37,CNR762388403,Success,CUST676219,Mini,MR 10,MG Road,18.0,9.0,False,,False,,False,,379,16.4,3.6,4.1"
"2025-01-23,00:26,CNR650529489,Success,CUST440073,Prime Sedan,Palasia,MR 9,12.0,20.0,False,,False,,False,,410,2.23,3.2,3.1"
"2025-01-22,10:09,CNR298729034,Success,CUST435613,Auto,Bhanwarkuan,Palasia,6.0,5.0,False,,False,,False,,494,14.97,4.5,3.2"
"2025-01-10,00:08,CNR939930611,Incomplete,CUST261694,Bike,Patel Nagar,Silicon City,,,False,,False,,True,Vehicle Breakdown,323,2.43,,"
"2025-01-19,15:54,CNR125928214,Canceled by Driver,CUST249085,Prime SUV,MR 10,Lokmanya Nagar,,,False,,True,Customer was coughing/sick,False,,471,13.11,,"
"2025-01-15,08:12,CNR181162412,Success,CUST827284,Bike,Scheme No. 78,Malharganj,5.0,12.0,False,,False,,False,,269,17.55,3.6,4.0"
"2025-01-29,03:59,CNR224660824,Success,CUST492194,Mini,Scheme No. 73,MR 3,6.0,15.0,False,,False,,False,,295,4.73,3.8,3.1"
"2025-01-23,00:58,CNR846941640,Success,CUST583221,Prime SUV,Tilak Nagar,MR 2,9.0,12.0,False,,False,,False,,215,8.19,4.2,4.0"
"2025-01-21,22:19,CNR425050292,Incomplete,CUST475387,Prime SUV,Aerodrome Road,MR 3,,,False,,False,,True,Customer Demand,319,5.43,,"
"2025-01-29,17:25,CNR687738754,Incomplete,CUST105724,eBike,Juni Indore,Tilak Nagar,,,False,,False,,True,Customer Demand,636,5.14,,"
"2025-01-06,12:11,CNR392666963,Success,CUST915761,Prime Plus,Bhawarkua,Scheme No. 114,11.0,16.0,False,,False,,False,,309,15.1,4.8,3.8"
"2025-01-22,08:43,CNR226058586,Success,CUST560702,Mini,Tilak Nagar,Rau,8.0,17.0,False,,False,,False,,170,8.28,3.5,3.4"
"2025-01-02,12:54,CNR191411730,Incomplete,CUST594615,eBike,Sapna Sangeeta,Scheme No. 71,,,False,,False,,True,Customer Demand,201,9.58,,"
"2025-01-27,09:42,CNR315672117,Incomplete,CUST943309,Prime Plus,Saket Nagar,Sapna Sangeeta,,,False,,False,,True,Customer Demand,134,4.63,,"
"2025-01-01,12:15,CNR540779961,Success,CUST149898,Mini,Mhow Naka,Tilak Nagar,20.0,8.0,False,,False,,False,,215,7.53,3.5,4.1"
"2025-01-29,01:06,CNR768805017,Canceled by Driver,CUST684676,Prime SUV,MR 3,Lokmanya Nagar,,,False,,True,Customer related issue,False,,495,18.42,,"
"2025-01-14,06:06,CNR523462725,Success,CUST369404,Mini,Khajrana,Bhawarkua,13.0,12.0,False,,False,,False,,335,3.85,3.5,3.1"
"2025-01-26,15:01,CNR403964331,Success,CUST423335,eBike,MR 4,Patel Nagar,9.0,5.0,False,,False,,False,,460,11.5,3.3,4.9"
"2025-01-20,22:21,CNR701201512,Success,CUST248435,eBike,Malharganj,Mhow Naka,8.0,13.0,False,,False,,False,,276,13.17,4.0,5.0"
"2025-01-22,19:45,CNR419142635,Incomplete,CUST194572,Prime Sedan,Bhawarkua,AB Road,,,False,,False,,True,Other Issue,104,14.73,,"
"2025-01-22,18:10,CNR176586831,Canceled by Driver,CUST875084,Bike,Malharganj,Bada Gwaltoli,,,False,,True,More than permitted people in there,False,,279,6.55,,"
"2025-01-19,13:14,CNR439084243,Success,CUST582236,Prime Plus,Chhoti Gwaltoli,RNT Marg,13.0,9.0,False,,False,,False,,709,15.88,3.6,3.2"
"2025-01-28,09:54,CNR809962727,Success,CUST845608,Prime Plus,Scheme No. 114,Scheme No. 78,14.0,13.0,False,,False,,False,,288,2.2,4.1,4.5"
"2025-01-29,16:51,CNR595222422,Success,CUST373799,Prime Sedan,Bhawarkua,Malharganj,17.0,11.0,False,,False,,False,,516,3.86,4.5,5.0"
"2025-01-03,14:02,CNR556058022,Canceled by Driver,CUST626725,eBike,Scheme No. 94,Sapna Sangeeta,,,False,,True,Personal & Car related issue,False,,307,8.76,,"
"2025-01-06,23:38,CNR885311401,Success,CUST718204,Prime Plus,Palasia,Vijay Nagar,7.0,12.0,False,,False,,False,,464,5.99,3.6,4.8"
"2025-01-22,04:33,CNR409615019,Incomplete,CUST543405,Prime Plus,Navlakha,LIG Colony,,,False,,False,,True,Customer Demand,378,19.41,,"
"2025-01-25,22:11,CNR417051053,Success,CUST960173,eBike,Palasia,MR 10,14.0,15.0,False,,False,,False,,1341,7.38,4.1,4.0"
"2025-01-23,12:08,CNR340029354,Incomplete,CUST322756,Bike,Patel Nagar,Scheme No. 114,,,False,,False,,True,Vehicle Breakdown,360,18.33,,"
"2025-01-26,19:02,CNR890750277,Success,CUST907473,Bike,Nanda Nagar,Scheme No. 72,9.0,11.0,False,,False,,False,,369,10.42,4.8,3.4"
"2025-01-28,02:44,CNR964052658,Success,CUST973893,Bike,Bhanwarkuan,Vijay Nagar,14.0,6.0,False,,False,,False,,842,8.4,4.3,4.5"
"2025-01-03,06:07,CNR810015309,Success,CUST940242,Prime SUV,Lasudia Mori,MR 2,6.0,13.0,False,,False,,False,,429,4.19,3.2,3.2"
"2025-01-02,18:02,CNR287574684,Success,CUST386349,eBike,Nanda Nagar,MR 9,5.0,16.0,False,,False,,False,,488,19.89,3.6,3.0"
"2025-01-14,23:14,CNR956869166,Success,CUST716849,Prime SUV,Scheme No. 114,Scheme No. 74,8.0,7.0,False,,False,,False,,257,17.5,3.1,3.8"
"2025-01-01,03:17,CNR663676470,Incomplete,CUST602893,Prime SUV,Lasudia Mori,Sapna Sangeeta,,,False,,False,,True,Vehicle Breakdown,244,17.29,,"
"2025-01-15,10:58,CNR658948953,Success,CUST789210,Mini,South Tukoganj,Bada Gwaltoli,14.0,14.0,False,,False,,False,,906,14.98,3.9,3.1"
"2025-01-10,06:27,CNR567465085,Incomplete,CUST321292,eBike,Scheme No. 140,Vijay Nagar,,,False,,False,,True,Vehicle Breakdown,422,4.55,,"
"2025-01-31,08:59,CNR360449211,Success,CUST968873,Mini,Saket Nagar,Mhow Naka,11.0,8.0,False,,False,,False,,672,8.0,4.9,3.9"
"2025-01-31,04:51,CNR808542824,Canceled by Driver,CUST604085,Bike,MR 4,Hira Nagar,,,False,,True,More than permitted people in there,False,,186,7.14,,"
"2025-01-05,00:29,CNR925040059,Success,CUST362336,Mini,Juni Indore,Rajendra Nagar,17.0,6.0,False,,False,,False,,256,8.53,3.8,3.3"
"2025-01-13,16:50,CNR622227225,Canceled by Driver,CUST468343,Auto,MR 4,Bhawarkua,,,False,,True,Personal & Car related issue,False,,168,3.97,,"
"2025-01-01,23:31,CNR969858328,Canceled by Customer,CUST143805,eBike,Mhow Naka,Lokmanya Nagar,,,True,Driver asked to cancel,False,,False,,392,11.19,,"
"2025-01-22,02:46,CNR444757480,Canceled by Driver,CUST785101,Bike,MR 1,Scheme No. 94,,,False,,True,Personal & Car related issue,False,,939,8.07,,"
"2025-01-27,21:54,CNR681216099,Canceled by Customer,CUST153200,eBike,LIG Colony,Super Corridor,,,True,Change of plans,False,,False,,266,10.23,,"
"2025-01-21,12:31,CNR947608023,Success,CUST222990,Bike,Rau,Bhanwarkuan,11.0,8.0,False,,False,,False,,895,16.27,3.4,4.2"
"2025-01-21,03:16,CNR144004064,Success,CUST676156,eBike,Nanda Nagar,MR 3,12.0,17.0,False,,False,,False,,807,17.63,4.7,4.0"
"2025-01-13,21:35,CNR197464057,Canceled by Customer,CUST650271,Prime Plus,Malharganj,Super Corridor,,,True,Change of plans,False,,False,,404,3.57,,"
"2025-01-17,05:03,CNR840212287,Success,CUST657268,Prime Sedan,Scheme No. 78,Bhanwarkuan,7.0,11.0,False,,False,,False,,126,11.79,4.1,4.5"
"2025-01-08,12:06,CNR634083228,Canceled by Driver,CUST633152,Prime SUV,Ring Road,Juni Indore,,,False,,True,More than permitted people in there,False,,185,17.52,,"
"2025-01-04,03:07,CNR181860142,Canceled by Driver,CUST699596,Prime Sedan,MG Road,MR 9,,,False,,True,Customer related issue,False,,430,17.87,,"
"2025-01-05,22:04,CNR266791071,Success,CUST969308,Prime Plus,Scheme No. 114,Bada Gwaltoli,19.0,15.0,False,,False,,False,,238,8.24,4.5,4.1"
"2025-01-16,15:26,CNR820732428,Success,CUST540132,Mini,Silicon City,LIG Colony,16.0,6.0,False,,False,,False,,495,14.78,4.2,3.7"
"2025-01-19,05:19,CNR930127478,Success,CUST338381,Prime Plus,Vijay Nagar,Hira Nagar,11.0,20.0,False,,False,,False,,1476,8.48,4.4,4.9"
"2025-01-06,14:20,CNR634997543,Canceled by Driver,CUST894053,Bike,Khajrana,Malharganj,,,False,,True,More than permitted people in there,False,,308,16.29,,"
"2025-01-22,04:26,CNR779100061,Success,CUST236924,eBike,Scheme No. 73,Hira Nagar,18.0,20.0,False,,False,,False,,379,9.89,4.3,3.9"
"2025-01-19,17:14,CNR251989486,Canceled by Driver,CUST375660,eBike,Rau,Sapna Sangeeta,,,False,,True,Personal & Car related issue,False,,1198,10.64,,"
"2025-01-15,17:56,CNR748780951,Success,CUST941867,Prime Sedan,Palasia,Scheme No. 114,11.0,12.0,False,,False,,False,,953,5.53,4.4,3.0"
"2025-01-06,23:32,CNR898507223,Success,CUST816358,Auto,Scheme No. 140,MR 9,15.0,6.0,False,,False,,False,,393,4.57,4.0,4.7"
"2025-01-13,23:46,CNR931310125,Canceled by Driver,CUST703891,Prime Plus,Silicon City,Geeta Bhawan,,,False,,True,Customer was coughing/sick,False,,415,6.77,,"
"2025-01-11,22:58,CNR385231092,Canceled by Driver,CUST111716,Prime Plus,Palasia,Nanda Nagar,,,False,,True,More than permitted people in there,False,,243,14.6,,"
"2025-01-15,03:31,CNR938670501,Success,CUST182935,Prime Plus,MR 3,Bhanwarkuan,8.0,19.0,False,,False,,False,,788,16.52,3.3,4.1"
"2025-01-27,03:46,CNR670695514,Canceled by Driver,CUST916765,Bike,Khajrana,Geeta Bhawan,,,False,,True,Customer was coughing/sick,False,,370,5.81,,"
"2025-01-11,05:25,CNR872219570,Success,CUST679589,eBike,Pipliyahana,Rau,11.0,12.0,False,,False,,False,,1156,13.36,4.2,4.7"
"2025-01-09,10:00,CNR568455579,Success,CUST111254,Prime SUV,AB Road,Rajendra Nagar,6.0,19.0,False,,False,,False,,124,3.25,3.5,4.2"
"2025-01-16,09:48,CNR740714300,Success,CUST372021,Prime Sedan,Mhow Naka,Silicon City,9.0,16.0,False,,False,,False,,146,4.55,3.8,4.6"
"2025-01-21,12:27,CNR501240978,Canceled by Driver,CUST963024,Mini,Saket Nagar,Bhawarkua,,,False,,True,Personal & Car related issue,False,,414,2.17,,"
"2025-01-01,21:52,CNR696584842,Canceled by Driver,CUST580766,Auto,MR 2,Sudama Nagar,,,False,,True,More than permitted people in there,False,,330,2.14,,"
"2025-01-02,21:03,CNR759064489,Incomplete,CUST898535,Mini,Tilak Nagar,MR 4,,,False,,False,,True,Vehicle Breakdown,492,11.17,,"
"2025-01-21,12:40,CNR202924429,Canceled by Driver,CUST899220,Prime SUV,Ring Road,Bhanwarkuan,,,False,,True,Customer was coughing/sick,False,,818,7.28,,"
"2025-01-17,02:56,CNR980173200,Incomplete,CUST869577,Auto,Navlakha,Scheme No. 72,,,False,,False,,True,Customer Demand,491,3.65,,"
"2025-01-08,20:12,CNR890207985,Success,CUST771501,Auto,LIG Colony,Sudama Nagar,19.0,5.0,False,,False,,False,,221,9.97,4.5,4.2"
"2025-01-02,00:02,CNR282481096,Success,CUST529699,Prime Plus,Banganga,AB Road,5.0,19.0,False,,False,,False,,769,2.0,3.1,3.7"
"2025-01-13,23:06,CNR289511829,Success,CUST355233,Prime Plus,Aerodrome Road,MR 4,14.0,13.0,False,,False,,False,,965,19.18,4.7,3.3"
"2025-01-25,19:10,CNR919780507,Success,CUST726486,Prime Plus,Sudama Nagar,MR 2,5.0,18.0,False,,False,,False,,732,2.19,3.4,4.2"
"2025-01-25,05:17,CNR541935342,Success,CUST425611,eBike,Scheme No. 114,Tilak Nagar,8.0,6.0,False,,False,,False,,1287,18.66,3.2,4.1"
"2025-01-11,19:04,CNR562099903,Success,CUST784011,Prime Plus,Super Corridor,Sapna Sangeeta,20.0,17.0,False,,False,,False,,1162,14.73,4.6,3.6"
"2025-01-12,22:49,CNR210287612,Success,CUST122873,Prime Plus,MR 10,Ring Road,12.0,19.0,False,,False,,False,,838,9.28,3.9,4.9"
"2025-01-05,14:35,CNR495514755,Canceled by Driver,CUST961916,Mini,Super Corridor,Rajendra Nagar,,,False,,True,Personal & Car related issue,False,,343,19.69,,"
"2025-01-08,21:16,CNR475333768,Canceled by Customer,CUST424856,Prime Sedan,Rajendra Nagar,Bhawarkua,,,True,Driver asked to cancel,False,,False,,158,6.37,,"
"2025-01-16,06:53,CNR378158244,Success,CUST633731,Prime SUV,Saket Nagar,Juni Indore,15.0,5.0,False,,False,,False,,890,16.88,3.3,4.4"
"2025-01-08,05:58,CNR230320468,Incomplete,CUST588375,eBike,Sapna Sangeeta,Patel Nagar,,,False,,False,,True,Vehicle Breakdown,349,6.64,,"
"2025-01-18,09:12,CNR970656952,Success,CUST363627,eBike,MR 3,Bada Gwaltoli,5.0,7.0,False,,False,,False,,477,16.12,4.6,4.4"
"2025-01-22,20:55,CNR676870789,Canceled by Driver,CUST116580,Auto,Scheme No. 140,Navlakha,,,False,,True,Customer was coughing/sick,False,,967,9.56,,"
"2025-01-11,14:22,CNR659996905,Incomplete,CUST651732,Bike,Scheme No. 140,Patel Nagar,,,False,,False,,True,Vehicle Breakdown,1498,12.27,,"
"2025-01-05,12:22,CNR659011585,Canceled by Customer,CUST924968,eBike,South Tukoganj,Annapurna,,,True,Driver asked to cancel,False,,False,,820,8.85,,"
"2025-01-18,20:53,CNR126134829,Canceled by Driver,CUST649108,Mini,Scheme No. 71,Pipliyahana,,,False,,True,Personal & Car related issue,False,,1405,15.84,,"
"2025-01-21,10:39,CNR934687988,Success,CUST550995,Prime SUV,Vijay Nagar,Scheme No. 74,10.0,10.0,False,,False,,False,,825,7.75,4.7,3.1"
"2025-01-10,10:48,CNR231907822,Incomplete,CUST366788,Mini,Scheme No. 71,Vijay Nagar,,,False,,False,,True,Customer Demand,248,4.91,,"
"2025-01-31,14:28,CNR900366569,Canceled by Driver,CUST577415,Prime Plus,Lasudia Mori,Malharganj,,,False,,True,Customer related issue,False,,389,2.99,,"
"2025-01-31,19:32,CNR919127525,Incomplete,CUST529798,Bike,RNT Marg,Tilak Nagar,,,False,,False,,True,Other Issue,493,12.74,,"
"2025-01-05,14:10,CNR235226022,Success,CUST391283,Prime Plus,MR 1,Tilak Nagar,10.0,17.0,False,,False,,False,,1092,18.02,4.3,4.6"
"2025-01-24,06:49,CNR878441775,Success,CUST456577,Prime Sedan,Pipliyahana,Scheme No. 78,10.0,8.0,False,,False,,False,,946,11.24,4.0,4.4"
"2025-01-05,02:46,CNR371837881,Canceled by Driver,CUST146417,Auto,MR 9,Palasia,,,False,,True,Customer related issue,False,,1491,18.2,,"
"2025-01-30,11:41,CNR445520412,Canceled by Driver,CUST545644,Prime Sedan,Ring Road,Patel Nagar,,,False,,True,More than permitted people in there,False,,921,13.85,,"
"2025-01-08,15:44,CNR712243988,Success,CUST752087,Prime Plus,Scheme No. 78,Scheme No. 74,6.0,12.0,False,,False,,False,,625,5.86,3.9,5.0"
"2025-01-15,01:42,CNR938563347,Canceled by Customer,CUST563412,Prime Plus,Scheme No. 140,Bhawarkua,,,True,Driver is not moving towards pickup location,False,,False,,197,11.96,,"
"2025-01-26,22:13,CNR828323599,Incomplete,CUST997835,Mini,Navlakha,RNT Marg,,,False,,False,,True,Vehicle Breakdown,633,7.98,,"
"2025-01-02,08:06,CNR553325695,Canceled by Driver,CUST149175,Mini,Scheme No. 78,Rau,,,False,,True,Customer related issue,False,,381,2.53,,"
"2025-01-19,22:02,CNR663638834,Success,CUST884613,Prime Sedan,RNT Marg,Juni Indore,5.0,14.0,False,,False,,False,,171,13.58,3.3,3.4"
"2025-01-12,22:58,CNR694925699,Canceled by Driver,CUST682735,Prime Sedan,Super Corridor,Tilak Nagar,,,False,,True,More than permitted people in there,False,,214,15.77,,"
"2025-01-10,04:18,CNR240888734,Success,CUST930073,Mini,Tilak Nagar,Scheme No. 73,16.0,20.0,False,,False,,False,,473,15.72,4.5,4.5"
"2025-01-28,00:53,CNR728028505,Success,CUST907697,Auto,MR 10,Rau,6.0,16.0,False,,False,,False,,167,4.52,4.7,4.1"
"2025-01-12,22:21,CNR422125142,Success,CUST611452,eBike,MR 4,Nanda Nagar,15.0,11.0,False,,False,,False,,498,17.45,4.8,4.2"
"2025-01-31,07:00,CNR484000183,Canceled by Customer,CUST797576,eBike,RNT Marg,Scheme No. 78,,,True,Driver asked to cancel,False,,False,,294,6.24,,"
"2025-01-26,05:01,CNR867720177,Canceled by Customer,CUST592283,Prime SUV,South Tukoganj,MR 9,,,True,Driver asked to cancel,False,,False,,153,4.93,,"
"2025-01-11,12:03,CNR731246303,Canceled by Customer,CUST237191,Auto,Scheme No. 114,Sudama Nagar,,,True,AC is not working,False,,False,,615,3.13,,"
"2025-01-23,12:08,CNR975157218,Canceled by Customer,CUST958862,Bike,Scheme No. 74,Rajendra Nagar,,,True,Wrong Address,False,,False,,254,9.18,,"
"2025-01-12,23:21,CNR289591358,Canceled by Driver,CUST747943,Prime SUV,Lokmanya Nagar,MR 2,,,False,,True,Customer related issue,False,,400,2.8,,"
"2025-01-09,14:32,CNR562607357,Success,CUST271462,Auto,MR 10,Juni Indore,17.0,5.0,False,,False,,False,,695,4.2,4.5,4.5"
"2025-01-21,01:51,CNR358405785,Success,CUST532226,Prime SUV,Scheme No. 114,Hira Nagar,20.0,15.0,False,,False,,False,,316,3.43,4.9,4.3"
"2025-01-16,19:43,CNR368860620,Success,CUST527265,Prime Plus,Scheme No. 71,Aerodrome Road,6.0,7.0,False,,False,,False,,278,19.01,4.5,4.2"
"2025-01-20,02:42,CNR172153843,Incomplete,CUST116489,Prime Sedan,MR 2,Scheme No. 72,,,False,,False,,True,Vehicle Breakdown,218,3.1,,"
"2025-01-09,08:08,CNR176391938,Success,CUST470371,Auto,Scheme No. 73,Malharganj,16.0,20.0,False,,False,,False,,898,7.05,3.2,4.1"
"2025-01-01,07:44,CNR191736828,Success,CUST127036,Auto,Scheme No. 74,Scheme No. 78,5.0,9.0,False,,False,,False,,334,8.18,4.7,3.6"
"2025-01-14,12:32,CNR892418233,Success,CUST161720,Prime Sedan,South Tukoganj,MR 2,8.0,9.0,False,,False,,False,,368,18.97,3.1,4.5"
"2025-01-21,16:50,CNR374695614,Success,CUST561400,Mini,Chhoti Gwaltoli,MR 4,5.0,18.0,False,,False,,False,,201,9.99,4.2,4.6"
"2025-01-11,00:56,CNR485642948,Canceled by Driver,CUST101334,Prime SUV,Scheme No. 72,Pipliyahana,,,False,,True,Customer related issue,False,,711,13.75,,"
"2025-01-13,14:37,CNR462807031,Canceled by Customer,CUST945603,Mini,Aerodrome Road,MR 2,,,True,Driver is not moving towards pickup location,False,,False,,289,5.14,,"
